,App ID,Name,Genre,Categories,Owners,Positive Reviews,Negative Reviews,Price,Initial Price,Discount,CCU
51606,881090,Super Dodgeball Beats,"Indie, Sports","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play on TV, Remote Play Together, PvP",10000.0,23,1,1299,1299,0,0
51609,881130,Synthwave Dream '85,"Indie, Racing, Simulation, Early Access","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,53,6,499,499,0,0
51612,881190,Robbotto,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,6,3,999,999,0,0
51617,881320,The LEGO Movie 2 Videogame,Adventure,"Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",150000.0,632,256,2999,2999,0,35
51621,881490,Tower Keepers,RPG,"Multi-player, Single-player, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",35000.0,71,59,0,0,0,5
51635,881910,The Battle Of Ages,"Action, Indie, Massively Multiplayer, RPG, Early Access","Multi-player, Stats, Steam Achievements, Steam Leaderboards, Steam Workshop, Online PvP, PvP",10000.0,2,1,499,499,0,0
51638,881980,Drive Switch Evade,"Casual, Indie, Simulation, Early Access","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,8,2,299,299,0,0
51639,882020,Monster Energy Supercross - The Official Videogame 2,"Racing, Simulation, Sports","Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Full controller support, Online PvP, PvP",35000.0,471,89,2499,2499,0,5
51646,882120,Rugon - Unfinished,"Free to Play, Indie, Strategy","Multi-player, Single-player, Online PvP, PvP",10000.0,5,5,0,0,0,0
51647,882140,Reentry - An Orbital Simulator,"Adventure, Indie, Simulation, Strategy, Early Access","Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Workshop",75000.0,470,20,2999,2999,0,11
51648,882150,Sky Link,"Action, Massively Multiplayer, Simulation, Early Access","Multi-player, Partial Controller Support, MMO, Online PvP, PvP",10000.0,57,13,1999,1999,0,0
51650,882210,Duke of Defense,"Casual, Strategy","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,46,4,99,99,0,0
51662,882600,Chess Multiple Boards,"Indie, Strategy","Multi-player, Single-player, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,1,1,499,499,0,0
51667,882680,Foreskin Fury,"Action, Casual, Indie, Early Access","Multi-player, Steam Cloud, Cross-Platform Multiplayer, Online PvP, PvP",10000.0,58,11,699,699,0,0
51671,882760,Nom Nom Apocalypse,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,21,11,599,599,0,0
51675,882910,BATTLE X,"Action, Adventure, Massively Multiplayer, Simulation","Multi-player, Single-player, Co-op, Partial Controller Support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,9,10,2500,2500,0,0
51681,883080,Ludo Online: Classic Multiplayer Dice Board Game,"Casual, Indie","Multi-player, Single-player, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,244,52,99,99,0,4
51682,883100,360 No Scope Arena,"Action, Indie","Multi-player, Online PvP, PvP",35000.0,599,69,99,99,0,0
51688,883280,Struggle For Light,"Action, Indie","Multi-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,5,0,699,699,0,0
51696,883560,Wardens of the Amber Cage,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Online PvP, Online Co-op, PvP",10000.0,17,2,0,0,0,0
51700,883670,V.T.,"Action, Adventure, Casual, Indie, Simulation","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support",10000.0,29,28,499,499,0,0
51701,883680,Four Kings One War,Strategy,"Multi-player, Single-player, Stats, Steam Leaderboards, Cross-Platform Multiplayer, Online PvP, PvP",10000.0,96,75,0,0,0,0
51707,883860,Cadria Item Shop,"Casual, Free to Play, Indie, RPG, Simulation","Multi-player, Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Online PvP, Remote Play on Phone, Remote Play on Tablet, PvP",350000.0,976,374,0,0,0,295
51711,883930,Mercs,"Indie, Strategy, Early Access","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,3,1,199,199,0,0
51713,883970,Little Imps: A Dungeon Builder,"Casual, Simulation, Strategy","Multi-player, Single-player, Co-op, Online Co-op",10000.0,20,32,1199,1199,0,0
51720,884340,Hold Out,Action,"Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,25,17,699,699,0,0
51730,884470,Sunken,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,5,0,299,299,0,0
51732,884550,Mist of the Dark,"Action, Free to Play, Indie, Early Access","Multi-player, Online PvP, PvP",150000.0,59,67,0,0,0,0
51734,884610,Road Rage Royale,"Action, Indie, Racing","Multi-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,1,0,1799,1799,0,0
51736,884640,Mines and Magic,"Strategy, Early Access","Multi-player, Single-player, Stats, Online PvP, PvP",10000.0,44,14,799,799,0,1
51737,884660,CRSED: F.O.A.D.,"Action, Free to Play, Massively Multiplayer","Multi-player, Single-player, MMO, Steam Achievements, Full controller support, In-App Purchases, Online PvP, PvP",3500000.0,29753,7548,0,0,0,401
51740,884880,Super Seeker,"Action, Adventure, Indie, Massively Multiplayer, Early Access","Multi-player, Partial Controller Support, Steam Cloud, Online PvP, PvP",10000.0,7,4,299,299,0,0
51745,8850,BioShock 2,Action,"Multi-player, Single-player, Steam Achievements, Full controller support, Remote Play on TV",3500000.0,11509,1365,499,1999,75,54
51746,885000,Synth Riders,"Action, Casual, Indie","Multi-player, Single-player, Includes level editor, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",75000.0,1126,82,2499,2499,0,15
51747,885030,Platform Builder,"Adventure, Free to Play, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",35000.0,46,9,1499,1499,0,2
51748,885080,My Town: Dessert Slice,"Action, Casual, Indie","Multi-player, Single-player, Online PvP, PvP",10000.0,1,0,499,499,0,0
51754,885150,Capcom Beat 'Em Up Bundle,Action,"Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",150000.0,836,120,1999,1999,0,10
51762,885480,Maze Crusher,"Indie, Strategy, Early Access","Multi-player, Single-player, Stats, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,1,0,799,799,0,0
51763,885570,Nova-Life: Amboise,"Action, Indie, Simulation, Early Access","Multi-player, Co-op, Online Co-op, LAN Co-op",75000.0,358,124,199,999,80,44
51768,885730,Aerial Guardian,"Action, Free to Play, Indie, Strategy, Early Access","Multi-player, Single-player, Online PvP, PvP",10000.0,19,59,0,0,0,0
51774,885950,Airranger,"Action, Casual, Indie, Massively Multiplayer, Simulation","Multi-player, Single-player, Co-op, Steam Achievements, Steam Leaderboards, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",10000.0,120,6,1099,1099,0,0
51775,885970,Total War: ROME REMASTERED,Strategy,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Workshop",750000.0,6103,2242,2999,2999,0,1302
51782,886120,UpBreakers,"Action, Casual, Indie, Early Access","Multi-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,17,9,499,499,0,0
51783,886160,Respublica,"Free to Play, RPG, Simulation, Early Access","Multi-player, Cross-Platform Multiplayer, Online PvP, PvP",75000.0,132,83,0,0,0,2
51785,886200,EndCycle VS,"Action, Indie","Multi-player, Single-player, Co-op, Includes level editor, Steam Achievements, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Steam Workshop, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, LAN PvP, LAN Co-op, PvP",10000.0,70,2,2999,2999,0,1
51786,886210,The Disgusting Slaughterman,"Action, Adventure, Casual, Indie, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Online Co-op",10000.0,1,0,0,0,0,0
51787,886220,Thunderballs VR,"Action, Free to Play, Indie, Strategy, Early Access","Multi-player, Single-player, Online PvP, PvP",35000.0,7,2,0,0,0,0
51789,886250,PokerStars VR,"Casual, Free to Play, Strategy, Early Access","Multi-player, Steam Achievements, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",350000.0,2147,375,0,0,0,71
51792,886300,Store Crasher,"Action, Indie","Multi-player, Single-player, Steam Achievements, Online PvP, PvP",10000.0,5,2,999,999,0,0
51794,886330,DomiCard,"Casual, Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Workshop, Online PvP, Online Co-op, LAN PvP, LAN Co-op, PvP",10000.0,10,2,499,499,0,0
51797,886370,Multicellular,"Action, Adventure, Indie, Strategy","Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,35,19,499,499,0,0
51805,886520,HopeLine,Massively Multiplayer,"Multi-player, Co-op, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,82,100,0,0,0,0
51810,886610,The Mystery of Happyville,"Violent, Gore, Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,2,2,499,499,0,0
51811,886630,GlitchPets,"Action, Adventure, Casual, Indie, Simulation, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Online Co-op, Remote Play Together, LAN Co-op",10000.0,47,3,499,499,0,1
51812,886670,Proficient Paddles,"Action, Casual, Indie, Sports","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",10000.0,7,3,0,0,0,0
51813,886710,Lavender,"Casual, Indie, RPG, Early Access","Multi-player, Single-player, Steam Achievements",10000.0,34,34,1999,1999,0,0
51820,886960,Dragon Spear,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud",75000.0,544,327,1499,1499,0,1
51825,887090,Blocks!: Richard III,"Indie, Simulation, Strategy","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Remote Play Together",10000.0,59,17,2499,2499,0,0
51827,887170,Vortex Of Pain,"Action, Indie, Early Access","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,3,2,899,899,0,0
51834,887420,Warman,"Action, Adventure, Indie, RPG, Early Access","Multi-player, Single-player, Co-op, Steam Cloud, Cross-Platform Multiplayer, Online Co-op",10000.0,39,4,1499,1499,0,0
51836,887450,Tunche,"Action, Adventure, Casual, Indie, RPG","Multi-player, Single-player, Co-op, Full controller support, Shared/Split Screen Co-op, Remote Play Together",35000.0,429,109,1999,1999,0,8
51838,887520,Seat of War,Action,"Multi-player, Online PvP, PvP",10000.0,10,9,0,0,0,0
51841,887570,NEBULOUS: Fleet Command,"Simulation, Strategy, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Steam Workshop, Online PvP, Online Co-op, PvP",75000.0,1217,89,1599,1999,20,92
51848,887740,老虎游戏-tiger casino&slot game,"Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, Single-player, Online PvP, PvP",10000.0,16,22,0,0,0,0
51850,887800,Snooker 19,"Indie, Simulation, Sports","Multi-player, Single-player, Steam Achievements, Steam Cloud, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play on TV, Remote Play Together, PvP",10000.0,376,156,3499,3499,0,39
51852,887830,Pretend,"Casual, Free to Play, Indie, Massively Multiplayer, Strategy, Early Access","Multi-player, Co-op, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",75000.0,786,613,0,0,0,0
51863,8880,Freedom Force,"RPG, Strategy","Multi-player, Single-player",350000.0,260,212,499,499,0,3
51866,888040,Metal Fatigue,Strategy,"Multi-player, Single-player, Steam Cloud, Shared/Split Screen PvP, Remote Play Together, PvP",75000.0,303,20,599,599,0,4
51873,888250,Ultimate War,"Simulation, Early Access","Multi-player, Partial Controller Support",10000.0,1,1,599,599,0,0
51874,888310,Suitchi,"Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,4,0,99,99,0,0
51877,888400,World of War : Battlegrounds,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, Online PvP, PvP",10000.0,0,4,299,299,0,0
51886,888670,Notified,"Action, Casual, Free to Play, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen PvP, PvP",10000.0,10,8,0,0,0,0
51897,888970,MiniCar Race - 极品飞车2019 Mini,"Action, Casual, Indie, Massively Multiplayer, Racing","Multi-player, Single-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,7,10,299,299,0,0
51899,8890,Freedom Force vs. the Third Reich,"RPG, Strategy","Multi-player, Single-player",150000.0,204,36,499,499,0,1
51901,889040,FPV Air 2,"Racing, Simulation","Multi-player, Single-player, Partial Controller Support, In-App Purchases, Online PvP, PvP",75000.0,179,59,0,0,0,2
51906,889150,IgKnight Food Fight,"Casual, Indie","Multi-player, Single-player, Online PvP, PvP",10000.0,5,0,699,699,0,0
51911,889260,Bonkies,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",150000.0,26,0,1499,1499,0,0
51916,889400,StickyBots,"Action, Indie, Early Access","Multi-player, Single-player, Full controller support, Online PvP, PvP",10000.0,20,0,899,899,0,0
51927,889730,Downtown Mafia: Gang Wars,"Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Single-player, MMO, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",75000.0,81,39,0,0,0,6
51929,889750,BABYLON'S FALL,"Action, RPG","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Online Co-op",75000.0,180,277,0,0,0,3
51936,890110,Deicide,"Action, Free to Play, Indie, Early Access","Multi-player, Online PvP, PvP",35000.0,22,15,0,0,0,0
51937,890130,Pawn of the Dead,"Indie, Strategy","Multi-player, Single-player, Stats, Steam Achievements, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,47,3,799,799,0,1
51938,890180,Ecchi Cards,"Casual, Indie","Multi-player, Single-player, Online PvP, PvP",10000.0,39,37,499,499,0,0
51939,890200,Destruction  Paper,Action,"Multi-player, Single-player, Co-op, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,0,3,99,99,0,0
51944,890310,Shadow Brawlers,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,61,1,1499,1499,0,0
51946,890400,Uncharted Waters Online,"Adventure, Free to Play, Massively Multiplayer, RPG, Strategy","Multi-player, Co-op, MMO, In-App Purchases, Online PvP, Online Co-op, PvP",75000.0,228,86,0,0,0,28
